id,text,author
id12814,"""Well"" I said after contemplating it for some minutes ""this is a strange scarabæus I must confess: new to me: never saw anything like it before unless it was a skull or a death's head which it more nearly resembles than anything else that has come under my observation.""",EAP
id09348,There is something in the unselfish and self sacrificing love of a brute which goes directly to the heart of him who has had frequent occasion to test the paltry friendship and gossamer fidelity of mere Man.,EAP
id08938,A small iron safe was discovered under the bed not under the bedstead.,EAP
id24126,My friends are about holding a little musical levee.,EAP
id09935,"""But then"" cried the old lady at the top of her voice ""your Monsieur Boullard was a madman and a very silly madman at best; for who allow me to ask you ever heard of a human tee totum?",EAP
id17017,Again he thought how during this long month he had avoided Perdita flying from her as from the stings of his own conscience.,MWS
id19193,But the Duc's heart is fainting within him.,EAP
id03813,"""In the sides of the covering thus adjusted round the car had been inserted three circular panes of thick but clear glass through which I could see without difficulty around me in every horizontal direction.",EAP
id19375,It was a melancholy pleasure to me to listen to his inspired words; to catch for a moment the light of his eyes; to feel a transient sympathy and then to awaken from the delusion again to know that all this was nothing a dream a shadow for that there was no reallity for me; my father had for ever deserted me leaving me only memories which set an eternal barrier between me and my fellow creatures.,MWS
id13515,The surcingle hung in ribands from my body.,EAP
id01485,The stranger has gradually improved in health but is very silent and appears uneasy when anyone except myself enters his cabin.,MWS
id16650,Shadows thickened around him for the night was near.,HPL
id14592,In either case it would have been appropriate; for the unexpected tenacity of the easy looking brickwork was surely a sardonic commentary on the vanity of mortal hopes and the source of a task whose performance deserved every possible stimulus.,HPL
id20400,Beheld the singular phenomenon of the sun rising while nearly the whole visible surface of the earth continued to be involved in darkness.,EAP
id09153,This account may be taken as a sample of my intercourse with Lord Raymond.,MWS
id26156,If the band played involuntarily they chose airs of moderated passion; the farewell of love or lament at absence was followed and closed by some solemn hymn which harmonized with the tranquil loveliness of evening and elevated the soul to grand and religious thought.,MWS
id03601,It was spotted all over at irregular intervals with arabesque figures about a foot in diameter and wrought upon the cloth in patterns of the most jetty black.,EAP
id26773,"""My friends"" I said ""our risk is common; our precautions and exertions shall be common also.",MWS
id08169,We travelled at the time of the vintage and heard the song of the labourers as we glided down the stream.,MWS
id20165,Idris was too much taken up by her own dreadful fears to be angry hardly grieved; for she judged that insensibility must be the source of this continued rancour.,MWS
id24594,"You may hint at buck wheat cake or you may even go so far as to insinuate oat meal porridge but if bread and butter be your real meaning be cautious my dear Miss Psyche not on any account to say 'bread and butter'"" I assured him that I should never say it again as long as I lived.",EAP
id07447,Why we may get up a very thrilling bit of superstition upon this hint.,EAP
id23604,"""It is now noon or thereabouts we shall have time enough to get through with them all before midnight.",EAP
id24335,The sum of all my investigation was that in a kind of semi uncorporeal dream life Slater wandered or floated through resplendent and prodigious valleys meadows gardens cities and palaces of light; in a region unbounded and unknown to man.,HPL
id27518,I associated with others friendless like myself; I formed them into a band I was their chief and captain.,MWS
id11909,It is not the engagement but the severe cold with which I perceive you are afflicted.,EAP
id20251,Besides the estates which were contiguous had long exercised a rival influence in the affairs of a busy government.,EAP
id00829,A purplish darkness born of nothing more than a spectral deepening of the sky's blue pressed down upon the rumbling hills.,HPL
id12445,There had been aeons when other Things ruled on the earth and They had had great cities.,HPL
id22865,He was a victim of physical and nervous suffering as was I; and my metaphysical studies had taught me kindness.,HPL
id02932,Whether it was human or simian only a scientist could determine and the process of determination would be greatly hampered by its imperfect condition.,HPL
